id,pwa_url,paper_url
150840,"https://programs.sigchi.org/chi/2024/program/content/150840","https://doi.org/10.1145/3613905.3650866"
150841,"https://programs.sigchi.org/chi/2024/program/content/150841","https://doi.org/10.1145/3613905.3650857"
150843,"https://programs.sigchi.org/chi/2024/program/content/150843","https://doi.org/10.1145/3613905.3650962"
150844,"https://programs.sigchi.org/chi/2024/program/content/150844","https://doi.org/10.1145/3613905.3651076"
150845,"https://programs.sigchi.org/chi/2024/program/content/150845","https://doi.org/10.1145/3613905.3650834"
150849,"https://programs.sigchi.org/chi/2024/program/content/150849","https://doi.org/10.1145/3613905.3650906"
150850,"https://programs.sigchi.org/chi/2024/program/content/150850","https://doi.org/10.1145/3613905.3650942"
150854,"https://programs.sigchi.org/chi/2024/program/content/150854","https://doi.org/10.1145/3613905.3650841"
150855,"https://programs.sigchi.org/chi/2024/program/content/150855","https://doi.org/10.1145/3613905.3651068"
150856,"https://programs.sigchi.org/chi/2024/program/content/150856","https://doi.org/10.1145/3613905.3651051"
150857,"https://programs.sigchi.org/chi/2024/program/content/150857","https://doi.org/10.1145/3613905.3651077"
150858,"https://programs.sigchi.org/chi/2024/program/content/150858","https://doi.org/10.1145/3613905.3650758"
150859,"https://programs.sigchi.org/chi/2024/program/content/150859","https://doi.org/10.1145/3613905.3651101"
150860,"https://programs.sigchi.org/chi/2024/program/content/150860","https://doi.org/10.1145/3613905.3650883"
150861,"https://programs.sigchi.org/chi/2024/program/content/150861","https://doi.org/10.1145/3613905.3650893"
150862,"https://programs.sigchi.org/chi/2024/program/content/150862","https://doi.org/10.1145/3613905.3650928"
150865,"https://programs.sigchi.org/chi/2024/program/content/150865","https://doi.org/10.1145/3613905.3650759"
150866,"https://programs.sigchi.org/chi/2024/program/content/150866","https://doi.org/10.1145/3613905.3650853"
150875,"https://programs.sigchi.org/chi/2024/program/content/150875","https://doi.org/10.1145/3613905.3650797"
150876,"https://programs.sigchi.org/chi/2024/program/content/150876","https://doi.org/10.1145/3613905.3650988"
150878,"https://programs.sigchi.org/chi/2024/program/content/150878","https://doi.org/10.1145/3613905.3651048"
150881,"https://programs.sigchi.org/chi/2024/program/content/150881","https://doi.org/10.1145/3613905.3650778"
150882,"https://programs.sigchi.org/chi/2024/program/content/150882","https://doi.org/10.1145/3613905.3650791"
150883,"https://programs.sigchi.org/chi/2024/program/content/150883","https://doi.org/10.1145/3613905.3651078"
150885,"https://programs.sigchi.org/chi/2024/program/content/150885","https://doi.org/10.1145/3613905.3651084"
150886,"https://programs.sigchi.org/chi/2024/program/content/150886","https://doi.org/10.1145/3613905.3651052"
150888,"https://programs.sigchi.org/chi/2024/program/content/150888","https://doi.org/10.1145/3613905.3650939"
150889,"https://programs.sigchi.org/chi/2024/program/content/150889","https://doi.org/10.1145/3613905.3651108"
150892,"https://programs.sigchi.org/chi/2024/program/content/150892","https://doi.org/10.1145/3613905.3651063"
150894,"https://programs.sigchi.org/chi/2024/program/content/150894","https://doi.org/10.1145/3613905.3651027"
150897,"https://programs.sigchi.org/chi/2024/program/content/150897","https://doi.org/10.1145/3613905.3650770"
150901,"https://programs.sigchi.org/chi/2024/program/content/150901","https://doi.org/10.1145/3613905.3650965"
150902,"https://programs.sigchi.org/chi/2024/program/content/150902","https://doi.org/10.1145/3613905.3650892"
150904,"https://programs.sigchi.org/chi/2024/program/content/150904","https://doi.org/10.1145/3613905.3650985"
150906,"https://programs.sigchi.org/chi/2024/program/content/150906","https://doi.org/10.1145/3613905.3651079"
150907,"https://programs.sigchi.org/chi/2024/program/content/150907","https://doi.org/10.1145/3613905.3650987"
150908,"https://programs.sigchi.org/chi/2024/program/content/150908","https://doi.org/10.1145/3613905.3650967"
150909,"https://programs.sigchi.org/chi/2024/program/content/150909","https://doi.org/10.1145/3613905.3650952"
150912,"https://programs.sigchi.org/chi/2024/program/content/150912","https://doi.org/10.1145/3613905.3650781"
150913,"https://programs.sigchi.org/chi/2024/program/content/150913","https://doi.org/10.1145/3613905.3650959"
150914,"https://programs.sigchi.org/chi/2024/program/content/150914","https://doi.org/10.1145/3613905.3651096"
150915,"https://programs.sigchi.org/chi/2024/program/content/150915","https://doi.org/10.1145/3613905.3650901"
150916,"https://programs.sigchi.org/chi/2024/program/content/150916","https://doi.org/10.1145/3613905.3651053"
150917,"https://programs.sigchi.org/chi/2024/program/content/150917","https://doi.org/10.1145/3613905.3650919"
150918,"https://programs.sigchi.org/chi/2024/program/content/150918","https://doi.org/10.1145/3613905.3650876"
150919,"https://programs.sigchi.org/chi/2024/program/content/150919","https://doi.org/10.1145/3613905.3650856"
